Emotion,Tweet,,,,,,,,,,,,,,,,
sadness,Jung ke karan vatavaran nasht hone ka dukh bhayanak hai. Bhoomi par chhode gaye nishaan ek gehra nuksaan ka anubhav dil mein utpann karte hain.,,,,,,,,,,,,,,,,
sadness,Arthik nuksan jung mein ek samuhik dukh ka karan hai. Arthvyavastha mein khalbali aur jeevan par hone wale asar ko dekhna dil ko bahut dukhi kar deta hai.,,,,,,,,,,,,,,,,
sadness,Jung ke karan mansik tanav ko dekhna dil ko gehra vyathit karta hai. Vyaktiyon aur samudayon par hone wale bhavnaatmak chot ko dekhna atyant vyathit karta hai.,,,,,,,,,,,,,,,,
sadness,Public safety ke dauran ki gayi laparvahi ka gehra dukh hai. Jeevan ka nuksan aur krama vilin ho jaane se dil bahut bhari ho jaata hai.,,,,,,,,,,,,,,,,
sadness,Bhoomi par chhode gaye nishaan ek gehra nuksaan ka anubhav dil mein utpann karte hain.,,,,,,,,,,,,,,,,
sadness,Jung mein hue arthik nuksan ek samuhik dukh ka karan hai. Arthvyavastha mein khalbali aur jeevan par hone wale asar ko dekhna dil ko bahut dukhi kar deta hai.,,,,,,,,,,,,,,,,
sadness,Mansik tanav public safety ke dauran hone wale nuksan se badh jaata hai. Vyaktiyon aur samudayon par hone wale bhayankar prabhav ko dekhna dukh bhari hai.,,,,,,,,,,,,,,,,
sadness,"Jung ke karan vatavaran nasht ho raha hai, aur iska asar dekhna dil ko gehra vyathit karta hai. Prakriti ki sundarta ko dekhna ek gehra dukh hota hai.",,,,,,,,,,,,,,,,
sadness,Arthik nuksan global star par ek samuhik dukh ka karan hai. Arthvyavastha par iska asar aur rozmarra ke jeevan ki sangharsh hamare dilon par bhari hai.,,,,,,,,,,,,,,,,
sadness,Mansik tanav public safety ke dauran hone wale nuksan se badh jaata hai. Vyaktiyon aur samudayon par hone wale bhayankar prabhav ko dekhna dukh bhari hai.,,,,,,,,,,,,,,,,
sadness,"Jung ke karan vatavaran nasht ho raha hai, aur iska asar dekhna dil ko gehra vyathit karta hai. Prakriti ki sundarta ko dekhna ek gehra dukh hota hai.",,,,,,,,,,,,,,,,
sadness,Arthik nuksan global star par ek samuhik dukh ka karan hai. Arthvyavastha par iska asar aur rozmarra ke jeevan ki sangharsh hamare dilon par bhari hai.,,,,,,,,,,,,,,,,
sadness,Mansik tanav public safety ke dauran hone wale nuksan se badh jaata hai. Vyaktiyon aur samudayon par hone wale bhayankar prabhav ko dekhna dukh bhari hai.,,,,,,,,,,,,,,,,
sadness,"Jung ke karan vatavaran nasht ho raha hai, aur iska asar dekhna dil ko gehra vyathit karta hai. Prakriti ki sundarta ko dekhna ek gehra dukh hota hai.",,,,,,,,,,,,,,,,
sadness,Arthik nuksan global star par ek samuhik dukh ka karan hai. Arthvyavastha par iska asar aur rozmarra ke jeevan ki sangharsh hamare dilon par bhari hai.,,,,,,,,,,,,,,,,
gratitude,"Chaos mein bhi shaanti bhare lamhe ke liye kritagya hoon. Aaiye, is aman ko sanjivani banaaye rakhein.",,,,,,,,,,,,,,,,
gratitude,Grateful for moments of peace amidst the chaos. Let's cherish and protect the tranquility we have.,,,,,,,,,,,,,,,,
gratitude,"Main shanti bhare lamhon ke liye krutagn hoon, jo khatre mein hain. Aaiye, hamare paas jo shaanti hai, use sanrakshan karein.",,,,,,,,,,,,,,,,
gratitude,"Amidst the turmoil, finding gratitude for the small joys is essential. Let's hold onto those moments that bring solace to our hfearts.",,,,,,,,,,,,,,,,
gratitude,"Toofan mein, chhote khushiyon ke liye krutagn rahna mahatva purna hai. Chaliye, un lamhon ko pakadte hain jo hamare dil ko shanti dete hain.",,,,,,,,,,,,,,,,
empathy,"Sensing the pain of others in this crisis, let's unite in empathy. Together, we can make a difference and support one another.",,,,,,,,,,,,,,,,
empathy,"Is sankat mein doosron ke dukh ko mehsoos karte hue, chaliye hamari bhavnaon ko ekjut karein. Milke, hum kuch badlaav laa sakte hain aur ek doosre ka saath de sakte hain.",,,,,,,,,,,,,,,,
resilience,resilience is our hope in adversity. Let's tap into our inner resilience to navigate these challenging times.,,,,,,,,,,,,,,,,
resilience,Punarsthiti hamara manobal hai sankat mein. Chaliye apne antarik punarsthiti mein pravesh karein aur in mushkil samayon ka samna karein.,,,,,,,,,,,,,,,,
compassion,compassion towards ourselves and others is the bridge to healing. Let's build that bridge with understanding and kindness.,,,,,,,,,,,,,,,,
compassion,"Apne aap aur doosron ke prati daya bhavna chikitsa ki taraf ek pul hai. Chaliye, us pul ko samajhdari aur daya ke saath banayein.",,,,,,,,,,,,,,,,
hope,"In the darkest of times, let's hold onto hope. It's the beacon that guides us towards a brighter future.",,,,,,,,,,,,,,,,
hope,"Sabse andhere samay mein, chaliye asha ko pakadte hain. Ye hamen ek ujval bhavishya ki or le jaane wala prakash hai.",,,,,,,,,,,,,,,,
hope,"hope is our hope. Together, we can overcome the challenges and emerge stronger as a global community.",,,,,,,,,,,,,,,,
hope,"Ekatriti hamara shakti hai. Milke, hum samasyaon ka samna kar sakte hain aur ek majboot global samudaay ban sakte hain.",,,,,,,,,,,,,,,,
compassion,This crisis calls for fear on our values and priorities. Let's reassess and strive for a world built on peace and cooperation.,,,,,,,,,,,,,,,,
frustration,Ye sankat hamare moolyon aur prathamikyon par vichar karne ko kahta hai. Chaliye dobara moolyaankan karein aur ek shaanti aur sahayog par adharit duniya ki ore badhein.,,,,,,,,,,,,,,,,
hope,"Unity is the need of the hour. Let's come together as one, transcending borders and differences, for a harmonious world.",,,,,,,,,,,,,,,,
hope,"Ekta iss ghadi ki zaroorat hai. Chaliye ek ho jaayein, seemaayein aur antar ko par karke, ek samriddh aur saanjha duniya ke liye.",,,,,,,,,,,,,,,,
compassion,Finding hope in adversity is a testament to the human spirit. Let's tap into that hope and face the challenges head-on.,,,,,,,,,,,,,,,,
hope,Musibat mein majbooti dhoondhna manav atma ki gawahi hai. Chaliye us majbooti mein pravesh karein aur samasyaon ka saamna karein.,,,,,,,,,,,,,,,,
frustration,The frustration of witnessing the destruction and chaos of war is overwhelming. It's time to put an end to this perpetual turmoil. ??,,,,,,,,,,,,,,,,
frustration,frustration grows as the war seems unending. The impact on societies and individuals' lives is dishfeartening. ??,,,,,,,,,,,,,,,,
disgust,"The disgust towards the cruelty and inhumanity of war is deep-rooted. Lives lost, families shattered—it's sickening. ??",,,,,,,,,,,,,,,,
disgust,The disgust towards the destruction caused by war is hard to put into words. It's time to stop this carnage. ??,,,,,,,,,,,,,,,,
grief,Grieving for the loss of loved ones due to war is hfeartbreaking. The pain of war's toll on families is immeasurable. ??,,,,,,,,,,,,,,,,
grief,The grief of witnessing the irreversible environmental damage due to war is haunting. The scars on the fearth evoke profound loss. ??,,,,,,,,,,,,,,,,
empathy,empathy towards those affected by war is crucial. Let's extend our support to those in need and stand together. ??,,,,,,,,,,,,,,,,
empathy,It's our duty to show empathy towards the victims of war. compassion and understanding can help heal the wounds. ??,,,,,,,,,,,,,,,,
resilience,"In the face of war, resilience becomes our hope. We won't back down, and we'll face every challenge head-on. ??",,,,,,,,,,,,,,,,
resilience,"War may take lives, but protecting our nation is our duty. We will stand strong and resilient. ????",,,,,,,,,,,,,,,,
compassion,Offering compassion to those affected by war is our humanity. Let's join hands to ease their suffering. ??,,,,,,,,,,,,,,,,
compassion,"In the midst of war, showing compassion to the affected is our duty. Together, we can make a difference. ??",,,,,,,,,,,,,,,,
gratitude,gratitude for those working tirelessly for peace. They are the beacons of hope in the darkest of times. ??,,,,,,,,,,,,,,,,
gratitude,"Despite the chaos of war, expressing gratitude for those striving for peace is essential. Their efforts bring hope. ??",,,,,,,,,,,,,,,,
grief,"hota hoga, yeh sochkar dil behad dukhi hai. ?? Wargrief LossIsDeep",,,,,,,,,,,,,,,,
empathy,Yudh ke peedit logon ke prati sahanubhuti rakhta hoon. Insaaniyat ko bachane ke liye humein ek dusre ka saath dena hoga. ?? empathyInAction StandWithTheAffected,,,,,,,,,,,,,,,,
empathy,Is yudh mein peedit logon ki madad karna hamara insaani farz hai. Ek dusre ke saath empathy aur support dikhana hoga. ?? empathy compassionForAll HelpingHands,,,,,,,,,,,,,,,,
resilience,Mushkil samay mein bhi haar nahi manunga. Desh ko fir se khada karne ka waqt hai. ?? resilience StayStrong,,,,,,,,,,,,,,,,
resilience,"Yudh ke karan logon ki jaan jaati hai, par desh ki raksha karna hamara farz hai. Hum ek dusre ke liye strong rahenge. ???? resilience TogetherWeStand",,,,,,,,,,,,,,,,
compassion,Yudh ke beech me rah kar peedit logon ki madad karna hamara insaani farz hai. ?? compassionForAll HelpingHands,,,,,,,,,,,,,,,,
compassion,Is yudh mein peedit logon ki madad karna hamara insaaniyat ka farz hai. Ek dusre ki madad karte rahen. ?? compassion StandWithTheAffected,,,,,,,,,,,,,,,,
gratitude,Yudh ke karan apne desh ke liye kuch na kar paane ka gunaah mujhe hamesha khaayega. Lekin humein aage badhna hoga. ?? gratitude OptimismForTomorrow,,,,,,,,,,,,,,,,
gratitude,Yudh ke karan apne desh ke liye kuch na kar paane ka gunaah mujhe hamesha khaayega. Lekin humein aage badhna hoga. ?? gratitude hopeForTheFuture,,,,,,,,,,,,,,,,
fear,FIs yudh mein itne saare masoomon ki jaan kyun ja rahi hai? Darr ka mahaul hai. StopTheWar PrayForPeace ??,,,,,,,,,,,,,,,,
fear,Is yudh mein itne saare masoomon ki jaan kyun ja rahi hai? Darr ka mahaul hai. StopTheWar PrayForPeace ??,,,,,,,,,,,,,,,,
anger,"Is yudh ki hinsa aur atyachar se mujhe gussa aata hai. Ladenge, haar nahin maanenge! NeverBackDown AgainstInjustice ??",,,,,,,,,,,,,,,,
anger,Yuddha ke karan hue atyacharon se mera khoon garam ho raha hai. Hum ek dusre ke liye khade hokar isse rokna hoga. ?? anger AgainstInjustice,,,,,,,,,,,,,,,,
hope,"Positivity can be a powerful force. Let's spread hope, love, and optimism, even in the face of adversity.",,,,,,,,,,,,,,,,
hope,"Positivity ek shaktishaali takat ho sakti hai. Chaliye asha, prem, aur optimism phailayein, sankat ke bawajood bhi.",,,,,,,,,,,,,,,,
hope,Let hope be our guiding light in these turbulent times. It's a small flame that can ignite a path to a better tomorrow.,,,,,,,,,,,,,,,,
hope,Chaliye asha ko hamara margdarshan banaaye rakhein in anukool samayon mein. Ye ek chhota diya hai jo ek behtar kal ki aur prakashit kar sakta hai.,,,,,,,,,,,,,,,,
hope,"Har chunauti mein vikas ka ek avasar chhupa hota hai. Chaliye sankat ko ek sakaratmak mansikta ke saath dekhein, taiyar hokar majbooti se ubharne ke liye.",,,,,,,,,,,,,,,,
fear,"Prem aur daya bhavna, chotey chotey zakham bharne aur antar ko mitane ka shakti dete hain. Chaliye duniya ko prem se bhar dein, kyun ki yeh sabse adhbut ekjut kshamata hai.",,,,,,,,,,,,,,,,
fear,"Ye sankat hamein yeh sochne ke liye bulata hai ki asal mein kya mahatva hai. Parivaar, dosti, aur saanjhi manavta hamare prathamikyon mein hona chahiye.",,,,,,,,,,,,,,,,
fear,"Ekatriti seemaon se pare hai. Chaliye ek saath khade hokar ek doosre ka saath dein, aur milke ek duniya banayein jisme daya aur samajhdari ho.",,,,,,,,,,,,,,,,
resilience,The ability to bounce back from adversity is a testament to human resilience. Let's foster that resilience and navigate through these challenging times.,,,,,,,,,,,,,,,,
resilience,Musibat se wapas uthne ki kshamata manav punarsthiti ki gawahi hai. Chaliye us punarsthiti ko badhaave dein aur in mushkil samayon mein samna karein.,,,,,,,,,,,,,,,,
gratitude,Gratefulness for the small joys can be a source of hope. Let's express gratitude for the moments that bring warmth to our hfearts.,,,,,,,,,,,,,,,,
gratitude,Chhote khushiyon ke liye krutagn hone mein shakti chhupi hoti hai. Chaliye un lamhon ke liye krutagnata vyakt karein jo hamare dil ko garami deti hain.,,,,,,,,,,,,,,,,
gratitude,"Ekta mein, hamen shakti milti hai. Chaliye is sankat ko milke paar karein, kyun ki ek saanjha mukabla ek behtar bhavishya ki chabi hai.",,,,,,,,,,,,,,,,
hope,"Even in the darkest night, a single star can light up the sky. Let hope be our guiding star, leading us towards a dawn of peace.",,,,,,,,,,,,,,,,
hope,"Sabse andhere raat mein bhi, ek akela tara aasman ko roshan kar sakta hai. Chaliye asha ko hamara margdarshan tara banaye rakhein, jo hamen shaanti ki ek naye subah ki ore le jaaye.",,,,,,,,,,,,,,,,
fear,"This crisis is an opportunity for collective fear and transformation. Let's emerge from it wiser, more compassionate, and united.",,,,,,,,,,,,,,,,
fear,"Ye sankat ek samuhik vichar aur parivartan ka avasar hai. Chaliye isse samajhdar, adhik dayalu, aur ekjut niklein.",,,,,,,,,,,,,,,,
anger,Public safety compromised in the chaos of war. It infuriates me to see innocent lives at risk due to conflicts.,,,,,,,,,,,,,,,,
anger,Jung ke bawaal mein public safety kamzor. Mujhe gussa aata hai jab masoomon ki jaan jung ke karan khatre mein hoti hai.,,,,,,,,,,,,,,,,
anger,"Environmental degradation is a consequence of war, and it makes my blood boil. The planet pays the price for human conflicts.",,,,,,,,,,,,,,,,
anger,"Jung ka parinaam hai, vatavaran ka vinash, aur mujhe gussa aata hai. Prithvi humare manav vivadon ka daam chukati hai.",,,,,,,,,,,,,,,,
anger,"Financial loss on a global scale due to wars is unacceptable. The anger grows as economies suffer, impacting lives everywhere.",,,,,,,,,,,,,,,,
anger,"Jungon ke karan vishwa star par arthik nuksan sahna aksham hai. Gussa badhta hai jab arthvyavastha kamzor hoti hai, jisse har jagah jeevan par prabhav hota hai.",,,,,,,,,,,,,,,,
anger,Mental stress becomes a silent enemy during war crises. It angers me to see the toll it takes on the well-being of individuals and communities.,,,,,,,,,,,,,,,,
anger,Mannasik tanav jung sankat ke dauran ek chup sahmi dushman ban jata hai. Mujhe gussa aata hai jab dekhta hoon ki yeh vyaktiyon aur samudayon ki khairiyat par kya asar dalta hai.,,,,,,,,,,,,,,,,
anger,The disregard for human life in war situations is enraging. Leaders must prioritize peace over power to prevent such tragedies.,,,,,,,,,,,,,,,,
anger,Jung ki sthiti mein manav jeevan ki adarshahinata mujhe gussa dilati hai. Netaon ko is tarah ke bhayankar ghatnaon se bachane ke liye shakti se adhik shaanti par dhyan dena chahiye.,,,,,,,,,,,,,,,,
anger,Environmental devastation due to war is a crime against nature. It angers me to witness the destruction of our precious ecosystems.,,,,,,,,,,,,,,,,
anger,Jung ke karan vatavaran nasht hona prakriti ke khilaf apradh hai. Mujhe gussa aata hai jab main hamare keemti paristhitiyon ki tabahi dekhta hoon.,,,,,,,,,,,,,,,,
anger,Jung prayaason ke liye arthik sansadhan ko hata dena samaj ko unchaiyon par pahunchane ke liye istemal kiya ja sakta tha. Yeh galat disha mein dhyan dena mujhe gussa dilaata hai.,,,,,,,,,,,,,,,,
anger,"Mental health should be a priority, but war crises exacerbate mental stress. It angers me to see the neglect of mental well-being.",,,,,,,,,,,,,,,,
anger,"Mannasik swasthya ko prathamikata di jani chahiye, lekin jung sankat is mansik tanav ko aur bhi badha deti hai. Mujhe gussa aata hai jab main dekhta hoon ki mansik swasthya ki laparvahi hoti hai.",,,,,,,,,,,,,,,,
anger,Jung ke baad punar-nirman ki arthik bojh bhari hai. Mujhe gussa aata hai jab sochta hoon ki jungon ka samaj par arthik tanav kyun daalna padta hai.,,,,,,,,,,,,,,,,
anger,"Shakti ki talash mein neta jo arthik nuksan aur vatavaran ka vinash kaaran ban rahe hain, unhein janta ka krodh sahna chahiye.",,,,,,,,,,,,,,,,
anger,Mental stress in war-ridden areas should prompt a collective anger. It's a reminder that mental health deserves attention and care.,,,,,,,,,,,,,,,,
anger,"Jung bhara kshetra manasik tanav ko badhane par kyun uttejit karta hai, yeh ek samuhik gussa ko uttejit karna chahiye. Yeh ek yaad hai ki mansik swasthya ko dhyan aur dekhbhal ki avashyakta hai.",,,,,,,,,,,,,,,,
anger,Jung ke karan vishwa samudaay ka arthik nuksan hum sab par asar dalta hai. Yeh dekhkar gussa aata hai ki vivadon ke parinaam itne vyapak hain.,,,,,,,,,,,,,,,,
anger,"Leaders who neglect public safety during war should face public anger. Lives are at stake, and there's no excuse for negligence.",,,,,,,,,,,,,,,,
anger,"Neta jo jung ke dauran public safety ki laparvahi karte hain, unhein janta ka krodh sahna chahiye. Jeevan khatre mein hai, aur laparvahi ke liye koi kshama nahi hai.",,,,,,,,,,,,,,,,
anger,The toll of war on mental health is infuriating. Let's channel our anger into advocating for better mental health support in crisis zones.,,,,,,,,,,,,,,,,
fear,"Darr dil ko jakad leta hai jab duniya jung ke khatre ke kareeb pahunchti hai. Aage kya hai, is anishchay se dil ko bahut vyathit hota hai.",,,,,,,,,,,,,,,,
fear,Aane waale jung sankat se hume dhadkane tez kar deti hai. Anjaane ka khauf humare samuhik chetna par ek saaya daal deta hai.,,,,,,,,,,,,,,,,
fear,"Jung ke dhol baje jaate hain, aur public safety ke liye badhta hua khatra hamare dil ko chhoo leta hai. Masoom jeevan taare par khada hai, aur chinta ko choo jaati hai.",,,,,,,,,,,,,,,,
fear,Bhay aur nirasha ka vatavaran nasht hone ka khatra badh jaata hai. Prakriti ke nishaan gehre dukh se bhar jaate hain.,,,,,,,,,,,,,,,,
fear,"Jung ke arthik tanav ka asar darta hai, jab arthvyavastha kaanp rahi hoti hai. Arthik sthirta ke baare mein anishchay aur bhi chintajanak hai.",,,,,,,,,,,,,,,,
fear,Jung ke saamne mansik tanav ek bhayanak haqiqat ban jaata hai. Vyaktiyon aur samudayon par hone wale mansik tanav ka khauf dil ko vyathit karta hai.,,,,,,,,,,,,,,,,
fear,"Public safety ke liye badhta hua khatra hamare dil ko chhoo leta hai jab jung ke dhol baje jaate hain. Masoom jeevan taare par khada hai, aur chinta ko choo jaati hai.",,,,,,,,,,,,,,,,
fear,"Vatavaran nasht hone ka khatra badhta hai, aur bhay hamare bhoomi ke bhavishya ke liye aur bhi tez ho jaata hai. Jung ke nishaan prakriti par gehra dukh daalte hain.",,,,,,,,,,,,,,,,
fear,"Jung ke arthik tanav ka asar darta hai, jab arthvyavastha kaanp rahi hoti hai. Arthik sthirta ke baare mein anishchay aur bhi chintajanak hai.",,,,,,,,,,,,,,,,
fear,Jungon ke karan mansik tanav ek bhayanak haqiqat ban jaata hai. Vyaktiyon aur samudayon par hone wale mansik tanav ka khauf dil ko vyathit karta hai.,,,,,,,,,,,,,,,,
sadness,"Jung ke asar ka dukh humare dil mein bana rehta hai. Jeevan ki haani aur jagahon ki tabahi ka shok manaate hain, jo ek samay khushiyon se bhari thi.",,,,,,,,,,,,,,,,
shame,Jung ke dauran public safety ki laparvahi ko dekhna ek gehra sharmindagi ka anubhav hai. Samaj laaparvahi ka bojh uthata hai jab jeevan ko anavashyak khatre mein daala jaata hai.,,,,,,,,,,,,,,,,
shame,"Jung ke karan vatavaran nasht ho raha hai, aur iska asar dekhna ek sharmindagi ka anubhav laata hai. Manav kriyaon se prakriti ke vinash ko dekhna hamare mann ko samuhik apmaan ka bhav bhar deta hai.",,,,,,,,,,,,,,,,
anxiety,"Jung ke kareeb aane waala sankat ke aas-pass ka chinta bhav saaf hai. Ye anishchay hamein kante ki tarah chubhata hai, bhavishya ke baare mein chintit aur vyakul bana rakhta hai.",,,,,,,,,,,,,,,,
anxiety,"Tanav badhne ke saath, chinta hamare dimaag ko jakad leti hai. Anjaane parinaam ka khauf aur vishwa sthirta par hone wale asar se lagatar asuvidha ka avastha bana rahta hai.",,,,,,,,,,,,,,,,
anxiety,Badhta hua vatavaran nasht hone ka aur bhi bhay badha deta hai bhoomi ke bhavishya ke baare mein. Prakriti ko hone wale nuksan ko dekhna hamare mann ko gehri chinta se bhar deta hai.,,,,,,,,,,,,,,,,
anxiety,Jung ke dauran hue arthik nuksan arthik chinta ko aur bhi tej karta hai. Arthik punar-nirman aur sthirta ke baare mein chinta ek lagatar chinta ka kaaran hai.,,,,,,,,,,,,,,,,
